обозначение,наименование,индекс,коэф_входимости,заказанное_кол,уровень_критичности,примечания,наименование_материала,locmat_name,locmat,уд_вес,стоимость_мат_за_1кг_м,заг_диаметр,заг_толщина,заг_длина,заг_ширина,заг_на_кол_во,прутки,плиты,вес,стоимость_мат_ла,индустриализация_вид,индустриализация_стоимость,подряд_вид,подряд_стоимость,термообработка_вид,терообработка_стоимость,покрытие_площадь,покрытие_вид,покрытие_стоимость,резка_т_подг_мин,резка_т_маш_мин,резка_т_сум_ч,cn_т_подг_мин,cn_т_маш_мин,cn_т_сум_ч,dart_т_подг_мин,dart_т_маш_мин,dart_т_сум_ч,mx-cn_т_подг_мин,mx-cn_т_маш_мин,mx-cn_т_сум_ч,tour_т_подг_мин,tour_т_маш_мин,tour_т_сум_ч,mx\dart-tour_т_подг_мин,mx\dart-tour_т_ман_мин,mx\dart-tour_т_сум_ч,финишная_т_подг_мин,финишная_т_маш_мин,финишная_т_сум_ч,слесарная_т_подг_мин,слесарная_т_маш_мин,слесарная_т_сум_ч,шлифовальная_т_подг_мин,шлифовальная_т_маш_мин,шлифовальная_т_сум_ч,резерв_т_подг_мин,резерв_т_маш_мин,резерв_т_сум_ч,т_партии_ч,номер_заказа,full_cod1
HY06 052 29,Plaque puissance,D,17.0,17.0,,,,2017,,,2.78,8.0,,6.0,102.0,100.0,1.0,0.0,0.1994099999999999,3.326158799999999,26.609270399999996,,0,,0,0.022824,Ан.Окс.ч.,0.91296,,5.0,0.5,5.5,,,0.0,12.0,28.0,40.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,6.0,11.0,,,0.0,,,0.0,10.14166666666667,38607,06 052 29
HY06 052 30,Plaque -cpu,D,17.0,17.0,,,,2017,,,2.78,8.0,,6.0,102.0,100.0,1.0,0.0,0.1994099999999999,3.326158799999999,26.609270399999996,,0,,0,0.022824,Ан.Окс.ч.,0.91296,,5.0,0.5,5.5,,,0.0,12.0,30.0,42.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,8.0,13.0,,,0.0,,,0.0,11.275,38607,06 052 30
HY06 052 31,Nez Collecteur,B,20.0,20.0,,,,2017,,,2.78,8.0,18.0,,10.0,,1.0,0.2299999999999999,0.0,0.162624996,1.300999968,,0,,0,0.0010738800000000001,Ан.Окс.ч.,0.042955200000000006,,5.0,0.1,5.1,,,0.0,,,0.0,,,0.0,20.0,2.0,22.0,20.0,1.5,21.5,,,0.0,5.0,1.0,6.0,,,0.0,,,0.0,2.366666666666667,38607,06 052 31
HY06 052 32,Contre piece,C,19.0,19.0,,,,2017,,,2.78,8.0,,16.0,45.0,42.0,1.0,0.0,0.0412965,1.83686832,14.694946559999998,,0,,0,0.006564,Ан.Окс.ч.,0.26256,,5.0,0.5,5.5,,,0.0,30.0,11.0,41.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,6.0,,,0.0,,,0.0,4.625,38607,06 052 32
HY06 052 36,Boite a roulements,F,14.0,14.0,,,,2017,,,2.78,8.0,,30.0,76.0,45.0,1.0,0.0,0.0550619999999999,4.592170799999999,36.73736639999999,,0,,0,0.0141,Ан.Окс.ч.,0.564,,5.0,0.5,5.5,,,0.0,180.0,30.0,210.0,,,0.0,,,0.0,,,0.0,,,0.0,15.0,7.0,22.0,,,0.0,,,0.0,12.08333333333333,38607,06 052 36
HY06 052 37,Plateau fixe,B,15.0,15.0,,,,2017,,,2.78,8.0,,4.0,122.0,95.0,1.0,0.0,0.1999274999999999,2.2231938,17.785550399999998,,0,,0,0.024916,Ан.Окс.ч.,0.99664,,5.0,0.5,5.5,,,0.0,80.0,10.0,90.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,6.0,,,0.0,,,0.0,4.375,38607,06 052 37
HY06 052 38,Plateau tete,H,20.0,20.0,,,,2017,,,2.78,8.0,120.0,,50.0,,1.0,1.15,0.0,36.138888,289.111104,,0,,0,0.041448,Ан.Окс.ч.,1.6579199999999998,,5.0,0.5,5.5,,,0.0,,,0.0,,,0.0,90.0,13.0,103.0,90.0,13.0,103.0,,,0.0,10.0,2.5,12.5,,,0.0,,,0.0,12.91666666666667,38607,06 052 38
HY06 052 39,Montant,F,40.0,40.0,,,,2017,,,2.78,8.0,,45.0,110.0,27.0,1.0,0.0,0.13662,17.091162,136.72929599999998,,0,,0,0.01827,Ан.Окс.ч.,0.7308000000000001,,5.0,0.5,5.5,,,0.0,120.0,17.0,137.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,5.0,15.0,,,0.0,,,0.0,17.25,38607,06 052 39
HY06 052 42,Platine Moteur Bascult,A,20.0,20.0,,,,2017,,,2.78,8.0,,3.0,70.0,45.0,1.0,0.0,0.07245,0.6042329999999999,4.833863999999999,,0,,0,0.00699,Ан.Окс.ч.,0.27959999999999996,,5.0,0.3,5.3,,,0.0,75.0,8.0,83.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,4.850000000000001,38607,06 052 42
HY06 052 43,Platine,A,20.0,20.0,,,,2017,,,2.78,8.0,,2.0,72.0,45.0,1.0,0.0,0.07452,0.4143312,3.3146496,,0,,0,0.006948,Ан.Окс.ч.,0.27792,,5.0,0.3,5.3,,,0.0,75.0,4.0,79.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,5.5,,,0.0,,,0.0,3.016666666666667,38607,06 052 43
HY06 052 46,Traverse Mot bascult,A,3.0,3.0,,,,2017,,,2.78,8.0,6.0,,77.0,,1.0,0.26565,0.0,0.02087020782,0.16696166256,,0,,0,0.0015072,Ан.Окс.ч.,0.060288,,5.0,0.1,5.1,,,0.0,,,0.0,,,0.0,45.0,3.0,48.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.9883333333333336,38607,06 052 46
HY06 052 47,Tendeur,B,20.0,20.0,,,,2017,,,2.78,8.0,,25.0,28.0,25.0,1.0,0.0,0.0161,1.11895,8.9516,,0,,0,0.00405,Ан.Окс.ч.,0.16199999999999998,,5.0,0.3,5.3,,,0.0,90.0,20.0,110.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,6.0,,,0.0,,,0.0,8.766666666666667,38607,06 052 47
HY06 052 49,Came,C,14.0,14.0,,,,42CD4,,,7.86,2.0,50.0,,7.0,,1.0,0.1127,0.0,1.738425675,3.476851350000001,,0,,0,0.005024,цинк,0.20096,,5.0,0.5,5.5,,,0.0,,,0.0,,,0.0,60.0,1.2,61.2,60.0,5.0,65.0,,,0.0,5.0,1.2,6.2,,,0.0,,,0.0,4.01,38607,06 052 49
HY06 052 51,Traverse Berceau,A,11.0,11.0,,,,2017,,,2.78,8.0,6.0,,55.0,,1.0,0.69575,0.0,0.0546600680999999,0.4372805447999999,,0,,0,0.00109272,Ан.Окс.ч.,0.0437088,,,,0.0,,,0.0,,,0.0,,,0.0,45.0,2.5,47.5,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.208333333333333,38607,06 052 51
HY06 052 52,Disque Fils,A,11.0,11.0,,,,POM noir,,,1.41,10.0,45.0,,6.0,,1.0,0.0759,0.0,0.170120077875,1.70120077875,,0,,0,0.00402705,,0.0,,5.0,0.1,5.1,,,0.0,,,0.0,,,0.0,20.0,1.9,21.9,20.0,0.6,20.6,,,0.0,5.0,0.5,5.5,,,0.0,,,0.0,1.401666666666667,38607,06 052 52
HY06 052 53,Disque fil,A,11.0,11.0,,,,POM noir,,,1.41,10.0,45.0,,6.0,,1.0,0.0759,0.0,0.170120077875,1.70120077875,,0,,0,0.00402705,,0.0,,5.0,0.1,5.1,,,0.0,,,0.0,,,0.0,45.0,2.5,47.5,,,0.0,,,0.0,5.0,0.5,5.5,,,0.0,,,0.0,1.485,38607,06 052 53
HY06 052 54,Entertoise fils,B,11.0,11.0,,,,POM noir,,,1.41,10.0,15.0,,8.0,,1.0,0.1011999999999999,0.0,0.0252029744999999,0.2520297449999999,,0,,0,0.0007300500000000001,,0.0,,5.0,0.1,5.1,,,0.0,,,0.0,,,0.0,30.0,2.0,32.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.9683333333333332,38607,06 052 54
HY06 052 55,Axe-Roult,A,22.0,22.0,,,,XC35,,,7.86,2.0,5.0,,14.0,,1.0,0.3542,0.0,0.0546362355,0.109272471,,0,,0,0.00025905000000000004,,0.0,,5.0,0.1,5.1,,,0.0,,,0.0,,,0.0,30.0,2.0,32.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.353333333333333,38607,06 052 55
HY06 052 56,demi Axe Tete,A,22.0,22.0,,,,У8А,,,7.75,3.0,6.0,,21.0,,1.0,0.5313,0.0,0.1163626695,0.3490880085000001,,0,,0,0.00045215999999999995,,0.0,,5.0,0.1,5.1,,,0.0,,,0.0,,,0.0,20.0,0.5,20.5,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.6366666666666666,38607,06 052 56
HY06 052 57,Centreur,A,22.0,22.0,,,,У8А,,,7.75,3.0,6.0,,10.0,,1.0,0.2529999999999999,0.0,0.0554107949999999,0.1662323849999999,,0,,0,0.00024492,,0.0,,5.0,0.1,5.1,,,0.0,,,0.0,,,0.0,20.0,0.5,20.5,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.6366666666666666,38607,06 052 57
HY06 052 58,Bloque-Ressort,A,14.0,14.0,,,,POM noir,,,1.41,10.0,,10.0,32.0,25.0,1.0,0.0,0.0128799999999999,0.1816079999999999,1.8160799999999997,,0,,0,0.00274,,0.0,,5.0,0.1,5.1,,,0.0,60.0,5.5,65.5,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,5.5,,,0.0,,,0.0,2.59,38607,06 052 58
HY06 052 59,Equerre-capteur,B,3.0,3.0,,,,ALU ,,,2.7,8.0,,2.0,40.0,25.0,1.0,0.0,0.0034499999999999,0.0186299999999999,0.1490399999999999,,0,,0,0.00226,Ан.Окс.ч.,0.0904,,5.0,0.1,5.1,,,0.0,30.0,2.0,32.0,,,0.0,,,0.0,,,0.0,,,0.0,20.0,1.5,21.5,,,0.0,,,0.0,1.096666666666667,38607,06 052 59
HY06 052 65,Capot-Camera,B,20.0,20.0,,,,ALU ,,,2.7,8.0,,1.0,80.0,44.0,1.0,0.0,0.08096,0.218592,1.7487360000000003,,0,,0,0.007288,Ан.Окс.ч.,0.29152,,5.0,0.1,5.1,,,0.0,45.0,3.0,48.0,,,0.0,,,0.0,,,0.0,,,0.0,20.0,1.5,21.5,,,0.0,,,0.0,2.7,38607,06 052 65
HY06 052 75,Support Moteur,A,20.0,20.0,,,,2017,,,2.78,8.0,22.0,,38.0,,1.0,0.8739999999999999,0.0,0.9231478168,7.385182534399999,,0,,0,0.00338492,Ан.Окс.ч.,0.1353968,,5.0,0.3,5.3,,,0.0,,,0.0,,,0.0,60.0,8.0,68.0,120.0,35.0,155.0,,,0.0,10.0,3.0,13.0,,,0.0,,,0.0,18.68333333333333,38607,06 052 75
HY06-052 -16,Support  press etoupe,Н,20.0,20.0,RC-Ex,,,5.3549999999999995,STMAT00206,Inox 316 L; Ф 55,7.8,8.690000000000001,55.0,,32.0,,1.0,0.736,0.0,13.6322472,105.97664,,0.0,,0,0.01027565,,0,,10.0,3.6,13.5,,,0.0,,,0.0,,,0.0,90.0,16.0,106.0,45.0,7.1,52.1,,,0.0,10.0,3.0,13.0,,,0.0,,,0.0,12.48333333333333,38658,06-052 -16
HY06-052-10,Corps ,H,40.0,40.0,RC-Ex,,,213.11999999999998,STMAT00211,Tube Inox 316L Ф160 х Ф112,7.8,12.70903333333334,160.0,,185.0,,1.0,7.77,0.0,652.68,8294.931876,,0.0,,0,0.12246,,0,,30.0,5.04,40.0,,,0.0,,,0.0,,,0.0,180.0,90.0,270.0,30.0,6.0,36.0,,,0.0,10.0,6.2,16.2,,,0.0,,0.0,0.0,75.66000000000001,38658,06-052-10
HY06-052-12,Bague,E,30.0,30.0,RC1,,,25.964999999999996,STMAT00210,Tube Inox 316L Ф160 х Ф132,7.8,13.42634615384616,160.0,,35.0,,1.0,1.1025,0.0,57.33,769.7324250000001,,0.0,,0,0.05777600000000001,,0,,30.0,5.04,40.0,,,0.0,,,0.0,,,0.0,180.0,35.1,215.1,30.0,2.1,32.1,,,0.0,15.0,1.2,16.0,,,0.0,,50.0,0.0,50.97,38658,06-052-12
HY06 052 13,Joint -Serrage-Dome,C,40.0,40.0,RC1,,,Nylon,PLAQ00234,P PA6/6 NAT EP008 0610X1000,1.2,8.0,,8.0,150.0,150.0,1.0,0.0,1.035,9.935999999999998,79.48799999999999,,0.0,,0,0.0498,,0,,,,0.0,,,0.0,,,0.0,,,0.0,90.0,10.0,100.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.166666666666666,38658,06 052 13
HY06 052  15,         Tape Arriere,G,30.0,30.0,RC-Ex,,,39.33,STMAT00212,Inox 316 L; Ф 150,7.8,8.690000000000001,150.0,,37.0,,1.0,1.1655,0.0,162.0045,1231.1526150000002,,,,0,0.052752,,0,,30.0,5.04,40.0,,,0.0,,,0.0,,,0.0,120.0,45.0,165.0,90.0,45.0,135.0,,,0.0,15.0,12.0,27.0,,,0.0,,0.0,0.0,57.77,38658,06 052  15
НСТК 26.000.001-01,Корпус передний ST,1,1.0,2.0,С1,,ПОМ-С черный,LOCMAT05637,P POM NOIR EP070,1.41,14.0,,60.0,150.0,75.0,1.0,0.0,0.0258749999999999,2.189024999999999,30.64634999999999,,,,0,,0.0,0.0495,,0.0,5.0,3.0,0.1833333333333333,600.0,180.0,16.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,20.0,0.75,10.0,12.0,0.5666666666666667,,,0.0,,,0.0,17.5,38798, 26.000.001-01
НСТК.29.000.018,Кольцо прижимное камеры,1,1.0,2.0,С1,,АМг6,,,2.68,8.0,40.0,,9.0,,1.0,0.0207,0.0,0.069677856,0.5574228480000001,,,,0,стаб,0.10451678400000002,0.0036424,Ан.Окс.ч.,0.18212,5.0,0.5,0.1,,,0.0,,,0.0,,,0.0,90.0,6.0,1.7,,,0.0,,,0.0,5.0,0.5,0.1,,,0.0,,,0.0,1.9,38798,.29.000.018
НСТК.29.000.029,Кольцо прижимное приемника,0,1.0,2.0,С1,,АМг6,,,2.68,8.0,30.0,,8.0,,1.0,0.0184,0.0,0.034838928,0.2787114240000001,,,,0,стаб,0.052258392000000015,0.0021666,Ан.Окс.ч.,0.10833,5.0,0.5,0.1,,,0.0,,,0.0,,,0.0,90.0,5.0,1.666666666666667,,,0.0,,,0.0,5.0,0.5,0.1,,,0.0,,,0.0,1.866666666666667,38798,.29.000.029
НСТК.29.000.035-01,Основание ЛД-24,1,1.0,2.0,С1,,АМг6,,,2.68,8.0,,10.0,80.0,65.0,1.0,0.0,0.0119599999999999,0.320528,2.564224,,,,0,,0.0,0.0133,Ан.Окс.ч.,0.6649999999999999,5.0,2.0,0.15,,,0.0,150.0,25.0,3.333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,3.0,0.1833333333333333,,,0.0,,,0.0,3.666666666666667,38798,.29.000.035-01
НСТК.28.000.001-04,Кронштейн,0,1.0,2.0,С1,,АМг6,,,2.68,8.0,,30.0,65.0,46.0,1.0,0.0,0.0068769999999999,0.5529108,4.4232864,,,,0,стабилизация,0.8293662,0.01264,Ан.Окс.чёрный,0.632,5.0,2.0,0.15,,,0.0,150.0,25.0,3.333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,2.0,0.15,,,0.0,,,0.0,3.633333333333333,38798,.28.000.001-04
НСТК.26.000.008,Кронштейн,0,1.0,2.0,С1,,Амг6,,,2.8,8.0,,25.0,65.0,50.0,1.0,0.0,0.0074749999999999,0.5232499999999999,4.185999999999999,,,,0,стабилизация,0.7848749999999998,0.01225,Ан Окс ч,0.6125,5.0,1.0,0.1166666666666666,,,0.0,180.0,50.0,4.666666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,5.0,0.25,,,0.0,,,0.0,5.033333333333333,38798,.26.000.008
НСТК.10.000.003,Хомут,0,1.0,2.0,С1,,Д16Т,,,2.78,8.0,,20.0,35.0,25.0,1.0,0.0,0.0020125,0.111895,0.89516,,,,0,,0.0,0.00415,,0.0,5.0,1.0,0.1166666666666666,,,0.0,90.0,8.0,1.766666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.1,,,0.0,,,0.0,1.983333333333333,38798,.10.000.003
НСТК.29.000.037,Кольцо прижимное ЛД24,0,1.0,2.0,С1,,АМг6,,,2.68,8.0,,6.0,35.0,25.0,1.0,0.0,0.0020125,0.032361,0.258888,,,,0,,0.0,0.00247,Ан.Окс.ч.,0.1235,5.0,0.5,0.1,,,0.0,120.0,12.0,2.4,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.0916666666666666,,,0.0,,,0.0,2.591666666666667,38798,.29.000.037
HY04-210-14,ECROU DE HUBLOT,A,1.0,1.0,,,,INOX 316L,,,7.85,10.0,40.0,,7.0,,1.0,0.0080499999999999,0.0,0.0793697799999999,0.7936977999999999,,0,,0,0.0033912000000000005,,0.0,38.5436978,3.0,1.0,4.0,,,0.0,,,0.0,,,0.0,45.0,5.0,50.0,20.0,1.5,21.5,,,0.0,1.0,1.0,2.0,,,0.0,,,0.0,1.291666666666667,38812,04-210-14
HY04-210-17,BAGUE DE HUBLOT,A,1.0,1.0,,,,DELRIN NOIR,,,1.46,14.0,40.0,,4.0,,1.0,0.0046,0.0,0.0084352959999999,0.1180941439999999,,0,,0,0.0030144,,0.0,9.701427477333334,3.0,0.25,3.25,,,0.0,,,0.0,,,0.0,15.0,2.0,17.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.3375,38812,04-210-17
HY04-210-99,OUTIL SERRAGE HUBLOT,A,1.0,1.0,,,,INOX,,,7.85,10.0,,4.0,40.0,34.0,1.0,0.0,0.0015639999999999,0.0491095999999999,0.491096,,0,,0,0.003312,,0.0,14.074429333333336,3.0,0.5,3.5,,,0.0,20.0,4.0,24.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,0.25,0.0208333333333333,,,0.0,,,0.0,0.4791666666666667,38812,04-210-99
HY08-023-11,HOUSING,B,1.0,1.0,,,,316 L,,,7.85,9.0,45.0,,145.0,,1.0,0.16675,0.0,2.0807992546875,18.7271932921875,,0,,0,0.023667750000000005,,0.0,242.56052662552085,5.0,4.0,9.0,,,0.0,90.0,30.0,120.0,,,0.0,240.0,75.0,315.0,,,0.0,,,0.0,5.0,5.0,10.0,,,0.0,,,0.0,7.566666666666666,38812,08-023-11
HY15-275-10,TAPE ARRIERE,A,1.0,1.0,,,,316 L,,,7.85,9.0,45.0,,23.0,,1.0,0.0264499999999999,0.0,0.3300578128124999,2.9705203153125,,0,,0,0.006429150000000001,,0.0,92.9705203153125,3.0,1.5,0.075,,,0.0,,,0.0,,,0.0,75.0,14.0,1.483333333333333,45.0,8.0,0.8833333333333333,,,0.0,5.0,12.0,0.2833333333333333,,,0.0,,,0.0,2.725,38812,15-275-10
HY15-275-12,SUPPORT CAMERA LASER,B,1.0,1.0,,,,DELRIN NOIR,,,1.46,15.0,40.0,,50.0,,1.0,0.0574999999999999,0.0,0.1054412,1.581618,,0,,0,0.008792,,0.0,102.01495133333334,3.0,0.3,0.055,90.0,30.0,2.0,,,0.0,,,0.0,30.0,6.0,0.6,,,0.0,,,0.0,15.0,10.0,0.4166666666666667,,,0.0,,,0.0,3.071666666666667,38812,15-275-12
HY08-023-13,ENTRETOISE,B,2.0,2.0,,,,AU4G,,,2.85,8.0,6.0,,50.0,,1.0,0.1149999999999999,0.0,0.0092622149999999,0.0740977199999999,,0,,0,0.00099852,OAS niire,0.5,6.903715526666666,3.0,0.1,3.1,,,0.0,,,0.0,,,0.0,20.0,4.0,24.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.52,38812,08-023-13
HY08-023-14,FLASQUE ARRIERE,A,1.0,1.0,,,,AU4G,,,2.85,8.0,40.0,,5.0,,1.0,0.00575,0.0,0.0205827,0.1646616,,0,,0,0.00314,OAS niire,1.0,45.94799493333333,3.0,0.35,3.35,,,0.0,90.0,12.0,102.0,,,0.0,,,0.0,,,0.0,,,0.0,3.0,0.5,3.5,,,0.0,,,0.0,1.814166666666666,38812,08-023-14
HY19-051-12,JAW 3 Fingers,D,1.0,1.0,RC2,,,6082.0,,,2.8,10.0,110.0,,150.0,,1.0,0.1725,0.0,4.587775499999999,45.87775499999999,,270,,0,0.070807,"OAD noir, 50 мкм,",10.621049999999999,864.1654716666666,5.0,3.0,0.1333333333333333,,,0.0,720.0,180.0,15.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,20.0,0.5,,,0.0,,,0.0,15.63333333333333,38867,19-051-12
HY 13 085 80,JAW SUPPORT PLATE,C,1.0,1.0,RC2,,,6082 T6,,,2.85,9.0,,40.0,80.0,80.0,1.0,0.0,0.0073599999999999,0.8390399999999999,7.551359999999999,,0,,0,0.0256,OAS Noir 30 mkm,1.024,135.24202666666665,5.0,1.5,6.5,,,0.0,180.0,22.0,202.0,,,0.0,,,0.0,,,0.0,,,0.0,15.0,5.0,20.0,,,0.0,,,0.0,3.808333333333333,38907, 13 085 80
HY 13 085 81,PISTON ROD END,В,1.0,1.0,RC2,,,INOX 316L ,,,7.89,7.0,,15.0,30.0,42.0,1.0,0.0,0.001449,0.1714891499999999,1.20042405,,0,,0,0.00468,,0.0,68.15042405,5.0,1.35,5.35,,,0.0,90.0,18.0,56.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,3.5,,,0.0,,,0.0,1.9975,38907, 13 085 81
HY 13 085 83,JAW PLATE TYPE 1,B,2.0,2.0,RC2,,,6082 T6,,,2.85,9.0,,5.0,42.0,90.0,1.0,0.0,0.008694,0.1238895,1.1150055,,0,,0,0.00888,OAS Noir 30 mkm,0.3552,33.16270275,3.0,0.5,3.5,,,0.0,90.0,8.0,98.0,,,0.0,,,0.0,,,0.0,,,0.0,3.0,0.5,3.5,,,0.0,,,0.0,1.9,38907, 13 085 83
HY 13 085 84,JAW PLATE TYPE 2,B,2.0,2.0,RC2,,,6082 T6,,,2.85,9.0,,5.0,42.0,90.0,1.0,0.0,0.008694,0.1238895,1.1150055,,0,,0,0.00888,OAS Noir 30 mkm,0.3552,33.16270275,3.0,0.5,3.5,,,0.0,90.0,8.0,98.0,,,0.0,,,0.0,,,0.0,,,0.0,3.0,0.5,3.5,,,0.0,,,0.0,1.9,38907, 13 085 84
38913_001,Трымальнiк,0,20.0,20.0,С1,,Д16БМ,,,,,,24.0,225.0,152.0,1.0,0.0,0.7865999999999999,0.0,0.0,,0.0,,0,,0,0.086496,,0.0,5.0,1.0,6.0,,,0.0,480.0,90.0,570.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,6.0,,,0.0,,,0.0,38.83333333333334,38913,38913_001
HY01-287-21,ANNEAU DE LEVAGE,D,5.0,5.0,RC1,,,INOX 316 L,INOX 316 (INOX304),J INOX 316L D006,7.8,10.0,6.0,,350.0,,1.0,2.0125,0.0,0.4436113499999999,4.436113499999999,,0.0,сварка,15,0.006650519999999999,,0,21.8872227,,,0.0,,,0.0,,,0.0,,,0.0,30.0,5.0,35.0,,,0.0,,,0.0,60.0,6.0,66.0,,,0.0,,-0.2093344799999954,-0.2093344799999954,2.399222126666668,38975,01-287-21
HY01-287-21-01,ANNEAU DE LEVAGE,D,5.0,15.0,RC1,,,INOX 316 L,INOX 316 (INOX304),J INOX 316L D006,7.8,10.0,6.0,,350.0,,1.0,6.037499999999999,0.0,1.33083405,13.308340499999998,,0.0,,15,0.006650519999999999,,0,19.22055603333333,,,0.0,,,0.0,,,0.0,,,0.0,30.0,5.0,35.0,,,0.0,,,0.0,60.0,6.0,66.0,,,0.0,,-0.2093344799999954,-0.2093344799999954,4.197666380000001,38975,01-287-21-01
HY01-287-21-02,ANNEAU DE LEVAGE,D,5.0,5.0,RC1,,,INOX 316 L,INOX 316 (INOX304),J INOX 316L D006,7.8,10.0,6.0,,350.0,,1.0,2.0125,0.0,0.4436113499999999,4.436113499999999,,0.0,,15,0.006650519999999999,,0,21.8872227,,,0.0,,,0.0,,,0.0,,,0.0,30.0,5.0,35.0,,,0.0,,,0.0,60.0,6.0,66.0,,,0.0,,-0.2093344799999954,-0.2093344799999954,2.399222126666668,38975,01-287-21-02
HY01-287-21-03,ANNEAU DE LEVAGE,D,5.0,5.0,RC1,,,INOX 316 L,INOX 316 (INOX304),J INOX 316L D006,7.8,10.0,6.0,,350.0,,1.0,2.0125,0.0,0.4436113499999999,4.436113499999999,,0.0,,15,0.006650519999999999,,0,21.8872227,,,0.0,,,0.0,,,0.0,,,0.0,30.0,5.0,35.0,,,0.0,,,0.0,60.0,6.0,66.0,,,0.0,,-0.2093344799999954,-0.2093344799999954,2.399222126666668,38975,01-287-21-03
HY01-287-21-04,ANNEAU DE LEVAGE,D,5.0,5.0,RC1,,,INOX 316 L,INOX 316 (INOX304),J INOX 316L D006,7.8,10.0,6.0,,350.0,,1.0,2.0125,0.0,0.4436113499999999,4.436113499999999,,0.0,,15,0.006650519999999999,,0,21.8872227,,,0.0,,,0.0,,,0.0,,,0.0,30.0,5.0,35.0,,,0.0,,,0.0,60.0,6.0,66.0,,,0.0,,-0.2093344799999954,-0.2093344799999954,2.399222126666668,38975,01-287-21-04
HY01-287-29,FOURREAU DE LESTAGE,C,5.0,5.0,RC1,,,INOX 316 L,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,сварка,5,0.0,,0,15.666666666666666,,,0.0,,,0.0,60.0,18.0,78.0,,,0.0,,,0.0,,,0.0,,,0.0,60.0,20.0,80.0,,,0.0,,-0.9612399999999952,-0.9612399999999952,5.086563333333334,38975,01-287-29
HY01-287-29-1,FOURREAU DE LESTAGE,C,5.0,5.0,RC1,,,INOX 316 L,INOX 316 (INOX304),"TUBE 316 D025 EP001,5",7.8,13.8,25.0,,580.0,,1.0,3.19,0.0,2.79125,38.51925000000001,,0.0,,0,0.04651125,,0,11.503850000000002,,,0.0,,,0.0,60.0,12.0,72.0,,,0.0,,,0.0,,,0.0,,,0.0,12.0,9.0,21.0,,,0.0,,-0.9612399999999952,-0.9612399999999952,2.869896666666667,38975,01-287-29-1
HY01-287-29-2,FOURREAU DE LESTAGE,C,10.0,10.0,RC1,,,INOX 316 L,INOX 316 (INOX304),J AISI 316L D005 (калиброванный)  ,7.8,13.8,5.0,,40.0,,1.0,0.44,0.0,0.385,5.3130000000000015,,0.0,,0,0.00066725,,0,0.5313000000000001,,,0.0,,,0.0,,,0.0,,,0.0,30.0,6.0,36.0,,,0.0,,,0.0,,,0.0,,,0.0,,-0.9612399999999952,-0.9612399999999952,1.339793333333335,38975,01-287-29-2
HY13-048-19,MYLAR D'ISOLATION SUPPORT CAMERA MYLAR,A,10.0,10.0,RC1,,,Mylar,,,1.38,20.0,,0.1,35.0,14.0,1.0,0.0,0.005635,0.00077763,0.0155526,,37.5,,0,0.0009897999999999999,,0,,3.0,0.1,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,20.0,2.0,0.0,,,0.0,,,0.0,0.7333333333333334,38975,13-048-19
HY1411310,PLAQUE FIXATION,D,1.0,1.0,,,,5083,,,2.85,6.0,,50.0,120.0,120.0,1.0,0.0,0.01656,2.3598,14.1588,,0.0,,0.0,0.0528,OAS Noir,3.96,156.61880000000005,5.0,2.0,0.1166666666666666,,,0.0,180.0,50.0,3.833333333333333,,,0.0,,,0.0,,,0.0,,,0.0,3.0,3.0,0.1,,,0.0,,,0.0,4.05,38981,1411310
