наименование_материала,диаметр,толщина,длина,ширина
Brass,22,0.0,15,0
PETP,45,0.0,30,0
PETP,45,0.0,30,0
C1220,16,0.0,76,0
Фторопласт Ф-4,30,0.0,50,0
INOX304,25,0,14,0
INOX304,25,0.0,14,0
INOX304,0,25.0,625,240
INOX304,0,2.0,600,200
6061Т6,0,20.0,555,105
SUS420J2,0,20.0,500,50
"резина, материал заказчика",0,2.0,520,65
6061Т6,0,8.0,520,65
PTFE,0,10.0,510,30
SUS420J2,0,16.0,510,50
"графит, материал заказчика",0,20.0,510,50
"SUS 430, материал заказчика",0,6.0,525,70
SUS 430,0,12.0,490,30
C1720,10,0.0,35,0
PTFE,8,0.0,16,0
SUS420J2,0,16.0,510,50
INOX304,12,0.0,50,0
INOX304,0,16.0,60,40
Фторопласт Ф-4,20,0.0,31,0
SUS 430,40,0.0,20,0
SUS 304,0,0.1,20,20
PTFE,30,0.0,21,0
PA-6,8,0.0,12,0
SUS 420 J2,0,12.0,68,48
Фторопласт Ф-4,20,0.0,22,0
Фторопласт Ф-4,20,0.0,30,0
SUS 304,6,0.0,15,0
C3710,20,0.0,6,0
C3710,20,0.0,8,0
C3710,22,0.0,12,0
С1220,10,0.0,30,0
Brass,22,0.0,15,0
PETP,45,0.0,30,0
PETP,45,0.0,30,0
C1220,16,0.0,76,0
Фторопласт Ф-4,30,0.0,50,0
Д16,50,0,60,0
Д16Т,0,70,115,140
12Х18Н10Т,75.0,0,61,0
95Х18,0.0,0,0,0
Полиамид П-12Б,65.0,0,15,0
12Х18Н10Т,75.0,0,97,0
Сталь 45,0.0,40,255,255
12Х18Н10Т,50.0,0,60,0
12Х18Н10Т,85.0,0,255,0
12Х18Н10Т,85.0,0,70,0
40Х13,56.0,0,25,0
40Х13,56.0,0,25,0
12Х18Н10Т,60.0,0,31,0
СЧ 20,0.0,0,0,0
Сталь 45,0.0,25,120,120
40Х13,40.0,0,45,0
12Х18Н10Т,110.0,0,72,0
12Х18Н10Т,100.0,0,45,0
"Проволока А-1-1,2",1.2,0,3000,0
"Проволока А-1-1,2",1.2,0,3000,0
Сталь 45,90.0,0,11,0
Фторопласт-4,60.0,0,7,0
Фторопласт-4,50.0,0,7,0
40Х13,45.0,0,45,0
Сталь 45,28.0,0,310,0
Сталь 45,28.0,0,317,0
40Х13,45.0,0,40,0
Сталь 45,52.0,0,36,0
"Проволока 60С2А-Н-2-ГН-2,5",2.5,0,2000,0
95Х18,0,0,0,0
Сталь 45,0,20,190,190
12Х18Н10Т,70,0,250,0
12Х18Н10Т,60,0,61,0
Полиамид П-12Б,56,0,15,0
12Х18Н10Т,55,0,97,0
12Х18Н10Т,85,0,47,0
12Х18Н10Т,70,0,65,0
"Проволока А-1-1,0",1,0,2000,0
"Проволока А-1-1,0",1,0,2000,0
12Х18Н10Т,35,0,40,0
40Х13,45,0,25,0
40Х13,45,0,25,0
12Х18Н10Т,50,0,30,0
СЧ20,0,0,0,0
Сталь 45,0,20,96,96
40Х13,30,0,36,0
12Х18Н10Т,85,0,62,0
Сталь 45,65,0,11,0
Фторопласт-4,45,0,7,0
Фторопласт-4,40,0,7,0
"ALMg0,7Si 6063",0,55,81.4,61.5
"ALMg0,7Si 6064",0,55,81.4,61.5
"ALMg0,7Si 6065",0,15,55.0,63.8
ВТ1,0,1,550.0,112.21
ВТ1,0,1,550.0,93.0
ВТ1,0,1,104.0,10.0
ВТ1,0,8,700.0,14.0
ВТ1,0,1,135.0,25.0
ВТ1,0,1,60.8,20.0
ВТ1,0,1,105.0,100.0
ВТ1,0,1,150.0,65.0
ВТ1,20,0,700.0,0.0
ВТ1,0,1,300.0,300.0
ВТ1,70,0,35.0,0.0
ВТ1,10,0,48.0,0.0
ВТ1,38,0,25.0,0.0
ВТ1,10,0,23.0,0.0
ВТ1,0,1,200.0,40.0
ВТ1,12,0,18.0,0.0
inox,0,0,0.0,0.0
inox,0,0,0.0,0.0
30ХГСА,8.0,0.0,555,0
30ХГСА,8.0,0.0,375,0
Сталь 20,0.0,2.0,70,40
30ХГСА,25.0,0.0,930,0
Сталь 20,15.0,0.0,740,0
Сталь 20,0.0,4.0,120,55
Сталь 20,0.0,4.0,80,40
30ХГСА,2.5,0.0,920,0
30ХГСА,15.0,0.0,745,0
Сталь 20,0.0,4.0,180,60
Сталь 20,0.0,4.0,160,40
6442-288,0.0,0.0,0,0
Сталь 40Х,28.0,0.0,91,0
Сталь ,5.0,0.0,20,0
INOX 304,6.0,0.0,330,0
INOX 304,18.0,0.0,20,0
ГОСТ 1490-58,0.0,0.0,0,0
Д16Т,12.0,0.0,10,0
Д16Т,10.0,0.0,15,0
Д16Т,20.0,0.0,160,0
INOX 304,20.0,0.0,15,0
Сталь 45,0.0,0.0,0,0
Сталь 45,0.0,0.0,0,0
Сталь 45,0.0,0.0,0,0
Сталь 45,0.0,0.0,0,0
Сталь 45,0.0,12.0,95,28
Ст 3,38.0,0.0,50,0
Сталь 45,185.0,0.0,106,0
Сталь 45,0.0,18.0,130,45
амг,0.0,280.0,500,480
АМг3 /В95,35.0,500.0,465,0
АМг3 /В95,25.0,470.0,470,0
5083,400.0,0.0,240,0
Сталь 45,40.0,0.0,50,0
Винипласт,0.0,8.0,470,470
Сталь 45,0.0,75.0,170,80
Сталь 45,40.0,0.0,15,0
12Х18Н10Т,0.0,0.0,0,0
30ХГСА,0.0,0.0,0,0
Ст3,0.0,0.0,0,0
Проволока 2-0-1Ц ГОСТ 3282-74,0.0,0.0,0,0
Амг5,0.0,0.0,0,0
Лист АMг5,0.0,0.0,0,0
Труба AMг5,0.0,0.0,0,0
Амг6,0.0,0.0,0,0
2G х16 ГОСТ 3128-70,0.0,0.0,0,0
M10-6gх4058 ГОСТ 22042-76,0.0,0.0,0,0
M10.35 ГОСТ 3032-76,0.0,0.0,0,0
Амг6,170.0,0.0,135,0
Амг6,0.0,0.0,0,0
Амг6,0.0,0.0,0,0
Амг6,150.0,0.0,140,0
Амг6,30.0,0.0,60,0
СТ45 (40Х),15.0,0.0,754,0
СТ45 (40Х),0.0,0.0,0,0
СТ45 (40Х),0.0,25.0,310,310
СТ45 (40Х),55.0,0.0,60,0
закупка стандартных изделий по спецификации,0.0,0.0,0,0
Бронза,110.0,0.0,50,0
Фторопласт,0.0,6.0,90,90
Сталь 45,150.0,0.0,25,0
Сталь ХВГ,170.0,0.0,420,0
Сталь ХВГ,75.0,0.0,520,0
Бр03Ц7С5Н1,150.0,0.0,90,0
Фторопласт,150.0,0.0,15,0
Сталь 45,250.0,0.0,100,0
д16,120.0,0.0,75,0
Сталь 45,22.0,0.0,500,0
Сталь 45,310.0,0.0,70,0
Сталь 20,210.0,0.0,50,0
труба 210х15  Сталь 20,210.0,0.0,340,0
Сталь 20,310.0,0.0,50,0
Сталь 20,0.0,10.0,510,510
Сталь 20,20.0,0.0,90,0
Сталь,3.0,0.0,400,0
Сталь,3.0,0.0,500,0
Сталь,5.0,0.0,500,0
Сталь,5.0,0.0,400,0
Сталь,2.0,0.0,400,0
БрАЖ9-4,48.0,0.0,405,0
12Х18Н10Т,0.0,0.0,0,0
12Х18Н10Т,0.0,1.5,350,237
Ст45,0.0,60.0,120,60
Текстолит ПТК-40,0.0,40.0,1060,220
БрАЖ9-4,0,0,0,0
12Х18Н10Т,0,0.0,0,0
12Х18Н10Т,0,1.5,350,237
Ст45,0,60.0,120,60
АМг5,25,0.0,330,0
АМг5,25,0.0,37,0
АМг5,0,5.0,100,25
Труба 25х1 ( АМг5),25,0.0,305,0
АМг5,28,0.0,63,0
Ст3,0,0.0,0,0
Ст3,82,0.0,133,0
Ст3,82,0.0,69,0
Сталь,2,0.0,70,0
Сталь,0,0.0,0,0
Сталь,0,0.0,0,0
Cт35Х,12,0.0,45,0
Сталь 45,20,0.0,20,0
Сталь,5,0.0,21,0
Сталь,0,0.0,0,0
Сталь 40Х,30,0,90,0
Сталь 40Х,12,0,20,0
Сталь 45,10,0,115,0
Сталь 20,0,25,110,65
Сталь 45,100,0,10,0
Сталь 45,10,0,55,0
Сталь 45,0,35,305,165
У8А,18,0,30,0
АЛ10-4,0,40,120,70
Сталь 45,12,0,50,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
30хгса,0,0,0,0
Сталь 45,0,0,0,0
Пластикат,0,0,0,0
Пластикат,0,0,0,0
Пластикат,0,0,0,0
Сталь 45,0,0,0,0
40Х,0,0,0,0
40Х,0,0,0,0
40Х,0,0,0,0
40Х,0,0,0,0
40Х,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Д16,0,0,0,0
Д16,0,0,0,0
Д16,0,0,0,0
Дюраль,0,0,0,0
Дюраль,0,0,0,0
Дюраль,0,0,0,0
Дюраль,0,0,0,0
Дюраль,0,0,0,0
Дюраль,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Стекло СОЛ,0,0,0,0
Стекло СОЛ,0,0,0,0
Сталь 20,0,0,0,0
Сталь 20,0,0,0,0
30ХГСА,0,0,0,0
30ХГСА,0,0,0,0
30ХГСА,0,0,0,0
30ХГСА,0,0,0,0
30ХГСА,0,0,0,0
30ХГСА,0,0,0,0
30ХГСА,0,0,0,0
д16,0,0,0,0
Сталь 45,0,0,0,0
Сталь 20,0,0,0,0
ЗФ-I-МБС-С-3,0,0,0,0
Сталь 45,0,0,0,0
д16 т,0,0,0,0
40Х,0,0,0,0
Сталь 45,0,0,0,0
40Х,0,0,0,0
40Х,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 20,0,0,0,0
Сталь 20,0,0,0,0
Сталь 20,0,0,0,0
Стапь 45,0,0,0,0
Стапь 45,0,0,0,0
Стапь 45,0,0,0,0
Сталь 45,0,0,0,0
БрАЖ9-4,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 40х,0,0,0,0
Проволока 60С2A-1.0,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 40х,0,0,0,0
"Проволока 60С2А-1,5 ГОСТ 14959-79",0,0,0,0
Сталь  45,0,0,0,0
Сталь  45,0,0,0,0
Сталь  45,0,0,0,0
Сталь  45,0,0,0,0
Сталь  45,0,0,0,0
Сталь  45,0,0,0,0
д16 T,0,0,0,0
Сталь 45,0,0,0,0
д16 Т,0,0,0,0
Сталь 45,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
д16,0,0,0,0
д16,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
д16,0,0,0,0
д16,0,0,0,0
Текстолит,0,0,0,0
Д16,0,0,0,0
д16,0,0,0,0
д16,0,0,0,0
д16,0,0,0,0
Сталь 45,0,0,0,0
д16 т,0,0,0,0
д16 т,0,0,0,0
Сталь 45,0,0,0,0
д16 т,0,0,0,0
Сталь 45,0,0,0,0
д16 т,0,0,0,0
Ст3,0,0,0,0
Линейка ,0,0,0,0
Линейка ,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Ст 20,0,0,0,0
АМГ5,0,0,0,0
Ст3,0,0,0,0
Ст3,0,0,0,0
Ст45,0,0,0,0
Текстолит ,0,0,0,0
Ст45,0,0,0,0
Ст45,0,0,0,0
Д16,0,0,0,0
Ст45,0,0,0,0
Ст45,0,0,0,0
Д16,0,0,0,0
Ст45,0,0,0,0
АМГ5,0,0,0,0
Д16,0,0,0,0
сТ45,0,0,0,0
сТ45,0,0,0,0
Ст45,0,0,0,0
АМГ5,0,0,0,0
Ст3,0,0,0,0
Ст3,0,0,0,0
Д16Т,0,0,0,0
АМГ5,0,0,0,0
Ст45,0,0,0,0
Ст3,0,0,0,0
АМг5,0,0,0,0
АМг6,0,45,125,120
АМг6,0,14,126,120
Сталь 45,18,0,33,0
12Х18Н10Т,25,0,795,0
12Х18Н10Т,25,0,4000,0
12Х18Н10Т,25,0,400,0
12Х18Н10Т,25,0,1000,0
12Х18Н10Т,25,0,1371,0
12Х18Н10Т,25,0,950,0
12Х18Н10Т,25,0,975,0
12Х18Н10Т,0,1,1000,425
12Х18Н10Т,0,1,1004,465
12Х18Н10Т,0,5,50,50
12Х18Н10Т,0,2,200,25
АМцН2,0,2,1505,1460
АМцН2,50,0,50,0
Алюминевый уголок,0,0,850,0
Алюминевый уголок,0,0,400,0
Алюминевый уголок,0,0,97,0
Д16Т,0,2,850,400
Д16Т,0,2,120,120
Д16,0,0,490,0
Д16,0,0,950,0
"СОЛ 3,0",0,3,1000,535
Сталь 45,20,0,135,0
Сталь 45,8,0,85,0
Сталь 45,12,0,110,0
Сталь 45,18,0,15,0
Текстолит ПТМ-1-20,25,0,95,0
Сталь У8,12,0,65,0
Сталь 20,5,0,56,0
Сталь 45,16,0,85,0
Сталь 45,10,0,155,0
Сталь 45,50,0,31,0
Сталь 45,65,0,26,0
Сталь 45,35,0,26,0
Сталь 45,20,0,115,0
Сталь 45,8,0,125,0
Д16АМ,100,0,55,0
Л63,12,0,45,0
30ХГСА,8,0,555,0
30ХГСА,8,0,375,0
Сталь 20,0,2,70,40
30ХГСА,25,0,930,0
Сталь 20,15,0,740,0
Сталь 20,0,4,120,55
Сталь 20,0,4,80,40
30ХГСА,0,0,0,0
30ХГСА,0,0,0,0
Сталь 20,0,0,0,0
Сталь 20,0,0,0,0
6442-288,0,0,0,0
Сталь 40Х,0,0,0,0
INOX 304,6,0,330,0
INOX 304,18,0,20,0
ГОСТ 1490-58,0,0,0,0
Д16Т,12,0,10,0
Д16Т,10,0,15,0
Д16Т,20,0,160,0
INOX 304,20,0,15,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,0,0,0
Ст 3,0,0,0,0
Сталь 45,0,0,0,0
Сталь 45,0,12,90,22
амг,0,280,500,480
Сталь 45,40,0,50,0
Винипласт,0,8,470,470
Сталь 45,0,0,0,0
Сталь 45,40,0,0,0
12Х18Н10Т,0,0,0,0
30ХГСА,0,0,0,0
Ст3,0,0,0,0
Проволока 2-0-1Ц ГОСТ 3282-74,0,0,0,0
Амг5,0,0,0,0
Лист АMг5,0,0,0,0
Труба AMг5,0,0,0,0
Амг6,0,0,0,0
2G х16 ГОСТ 3128-70,0,0,0,0
M10-6gх4058 ГОСТ 22042-76,0,0,0,0
M10.35 ГОСТ 3032-76,0,0,0,0
Амг6,170,0,135,0
Амг6,150,0,140,0
Амг6,30,0,60,0
СТ45 (40Х),0,25,310,310
СТ45 (40Х),55,0,60,0
закупка стандартных изделий по спецификации,0,0,0,0
Бронза,110,0,50,0
Фторопласт,0,6,90,90
Сталь 45,150,0,25,0
Сталь ХВГ,170,0,420,0
Сталь ХВГ,75,0,520,0
Бр03Ц7С5Н1,150,0,90,0
Фторопласт,150,0,15,0
Сталь 45,250,0,100,0
д16,120,0,75,0
Сталь 45,22,0,500,0
Сталь 45,310,0,70,0
Сталь 20,210,0,50,0
труба 210х15  Сталь 20,210,0,340,0
Сталь 20,310,0,50,0
Сталь 20,0,10,510,510
Сталь 20,20,0,90,0
Сталь,3,0,400,0
Сталь,3,0,500,0
Сталь,5,0,500,0
Сталь,5,0,400,0
Сталь,2,0,400,0
АМг6,0.0,45.0,125,120
АМг6,0.0,14.0,126,120
Сталь 45,18.0,0.0,33,0
12Х18Н10Т,25.0,0.0,795,0
12Х18Н10Т,25.0,0.0,4000,0
12Х18Н10Т,25.0,0.0,400,0
12Х18Н10Т,25.0,0.0,1000,0
12Х18Н10Т,25.0,0.0,1371,0
12Х18Н10Т,25.0,0.0,950,0
12Х18Н10Т,25.0,0.0,975,0
12Х18Н10Т,0.0,1.0,1000,425
12Х18Н10Т,0.0,1.0,1004,465
12Х18Н10Т,0.0,5.0,50,50
12Х18Н10Т,0.0,2.0,200,25
АМцН2,0.0,2.0,1505,1460
АМцН2,50.0,0.0,50,0
Алюминевый уголок,0.0,0.0,850,0
Алюминевый уголок,0.0,0.0,400,0
Алюминевый уголок,0.0,0.0,97,0
Д16Т,0.0,2.0,850,400
Д16Т,0.0,2.0,120,120
Д16,0.0,0.0,490,0
Д16,0.0,0.0,950,0
"СОЛ 3,0",0.0,3.0,1000,535
Сталь 45,20.0,0.0,135,0
Сталь 45,8.0,0.0,85,0
Сталь 45,12.0,0.0,110,0
Сталь 45,18.0,0.0,15,0
Текстолит ПТМ-1-20,25.0,0.0,95,0
Сталь У8,12.0,0.0,65,0
Сталь 20,5.0,0.0,56,0
Сталь 45,16.0,0.0,85,0
Сталь 45,10.0,0.0,155,0
Сталь 45,50.0,0.0,31,0
Сталь 45,65.0,0.0,26,0
Сталь 45,35.0,0.0,26,0
Сталь 45,20.0,0.0,115,0
Сталь 45,8.0,0.0,125,0
Д16АМ,100.0,0.0,55,0
Л63,12.0,0.0,45,0
Д16,0.0,45.0,300,300
30ХГСА,36.0,0.0,130,0
Сталь 45,35.0,0.0,22,0
Текстолит,0.0,20.0,160,118
Текстолит,0.0,12.0,60,40
Сталь,0.0,1.5,200,40
Сталь,0.0,5.0,110,50
Сталь,0.0,5.0,115,50
Сталь,0.0,5.0,50,20
Сталь 3 ,0.0,5.0,105,50
Сталь 3,0.0,5.0,160,118
Сталь,57.0,0.0,50,0
Сталь,0.0,0.0,160,0
Сталь,0.0,0.0,115,0
Сталь,0.0,0.0,184,0
Резина h=3 мм.,0.0,3.0,90,60
Сталь 25,65.0,0.0,30,0
Сталь 25,25.0,0.0,45,0
Сталь 45,0.0,3.0,70,25
Сталь 45,0.0,3.0,45,25
Сталь 25,10.0,0.0,135,0
Сталь 45,60.0,0.0,20,0
Сталь 25,10.0,0.0,110,0
Сталь 45,40.0,0.0,25,0
Сталь 45,40.0,0.0,57,0
Сталь ,0.0,6.0,200,80
Д16Т,58.0,0.0,35,0
Д16Т,45.0,0.0,27,0
Д16Т,40.0,0.0,25,0
Д16Т,58.0,0.0,25,0
Д16Т,58.0,0.0,35,0
Д16Т,45.0,0.0,27,0
Д16Т,45.0,0.0,65,0
Сталь 45,15.0,0.0,71,0
Сталь 3,0.0,3.0,60,25
Сталь 3 пс,20.0,0.0,25,0
Сталь 45,7.0,0.0,45,0
Сталь 45,0.0,15.0,70,60
Сталь 45,7.0,0.0,25,0
Сталь 45,15.0,0.0,35,0
Сталь 45,25.0,0.0,100,0
Сталь 30,12.0,0.0,120,0
Сталь 45,0.0,3.0,150,25
Поиамид-6-блочный (капролон),0.0,5.0,110,35
Сталь 3 пс,25.0,0.0,95,0
Сталь,1.5,0.0,300,0
Сталь 45,5.0,0.0,115,0
Текстолит ПТМ-1-20,30.0,0.0,70,0
Сталь 10,25.0,0,15,0
Сталь 45,0.0,3,100,40
Сталь 45,12.0,0,95,0
Сталь 45,6.0,0,85,0
Сталь 45,20.0,0,95,0
Сталь 45,6.0,0,85,0
Сталь У8А,20.0,0,95,0
Сталь 45,5.0,0,75,0
Сталь 45,8.0,0,8,0
Сталь 45,0.0,6,100,30
Сталь 45,50.0,0,95,0
Сталь 45,5.0,0,65,0
Сталь 45,0.0,3,95,20
Сталь 45,7.0,0,75,0
Сталь 45,5.0,0,75,0
Сталь 45,15.0,0,105,0
Сталь 45,7.0,0,65,0
Сталь 45,25.0,0,105,0
Сталь 45,7.0,0,75,0
Сталь 45,7.0,0,75,0
Сталь 45,7.0,0,65,0
Сталь У8А,10.0,0,75,0
Сталь 45,5.0,0,65,0
Сталь 10,0.0,10,105,105
Оргстекло СО-95,0.0,7,100,100
Сталь 45,0.0,40,110,110
Сталь 45,10.0,0,300,0
Сталь 45,15.0,0,25,0
Сталь 20,16.0,0,45,0
Сталь 20,0.0,12,235,120
Сталь 10,0.0,45,75,73
Латунь Л68,22.0,0,65,0
Латунь Л68,22.0,0,85,0
Сталь 10,20.0,0,35,0
Сталь 10,10.0,0,70,0
Сталь 10,12.0,0,45,0
Сталь 20,65.0,0,73,0
Сталь 20,3.0,0,100,0
СО-95-л.18,0.0,20,80,80
Провлока 2-ТС-1-12Х18Н9Т,2.0,0,35,0
Д16АТ,0.0,8,160,130
Д16АТ,0.0,16,105,105
Сталь 20,4.0,0,25,0
СО-95-л.5 ГОСТ 10667-74,0.0,5,100,90
Д16АТ,0.0,140,360,183
Д16АТ,0.0,4,200,190
Д16,16.0,0,30,0
Амг2М,12.0,0,70,0
"Проволока 2А-2-0,2 ГОСТ 9389-75",0.2,0,4000,0
Д16,0.0,10,20,15
"Проволока 2,0-2-10 ГОСТ 5663-79",2.0,0,1000,0
"Проволока 1,0-Т-20Х13 ГОСТ 18143-72",1.0,0,1000,0
Д16,16.0,0,50,0
Латунь Л68,5.0,0,15,0
Сталь 45,0.0,1,50,30
Сталь 45,8.0,0,25,0
СО-95-А л.8,0.0,8,20,15
У7,16.0,0,105,0
У7,20.0,0,105,0
У7,20.0,0,105,0
У7,20.0,0,105,0
У7,20.0,0,105,0
У7,20.0,0,105,0
У7,25.0,0,110,0
У7,25.0,0,110,0
У7,32.0,0,110,0
У7,32.0,0,110,0
У7,32.0,0,110,0
У7,36.0,0,110,0
У7,45.0,0,110,0
У7,20.0,0,35,0
У7,25.0,0,35,0
У7,25.0,0,35,0
У7,30.0,0,35,0
У7,30.0,0,45,0
У7,30.0,0,45,0
У7,35.0,0,35,0
У7,35.0,0,45,0
У7,40.0,0,55,0
У7,40.0,0,55,0
У7,40.0,0,55,0
У7,45.0,0,55,0
У7,50.0,0,55,0
Сталь 45 ,65.0,0,17,0
Сталь 45 ,0.0,16,210,35
Сталь 35,35.0,0,65,0
Сталь 3,0.0,6,210,60
Сталь 40,0.0,5,15,15
Сталь 45,12.0,0,75,0
Сталь У8А,45.0,0,73,0
Сталь 45,20.0,0,115,0
Сталь 45,40.0,0,30,0
Сталь 45,8.0,0,65,0
Сталь 45,70.0,0,17,0
Сталь 45,0.0,10,200,35
Сталь 3,0.0,10,230,170
Сталь 3,0.0,4,160,110
Сталь,0.0,0,360,0
Сталь,0.0,0,140,0
Сталь 3,0.0,4,80,55
Сталь,0.0,6,160,28
Сталь У7; У8,45.0,0,160,0
Сталь,15.0,0,350,0
Сталь У7; У8,0.0,16,65,30
Сталь,0.0,4,310,40
Сталь,150.0,0,900,0
Сталь,150.0,0,400,0
Сталь 35,25.0,0,30,0
Сталь 10,15.0,0,80,0
Сталь 10,10.0,0,85,0
Сталь 35,35.0,0,25,0
Сталь 10,20.0,0,45,0
Д16,30.0,0,305,0
Д16,27.0,0,240,0
Сталь 35,0.0,30,115,115
Сталь,50.0,0,15,0
Сталь,25.0,0,185,0
Сталь 45,50.0,0,50,0
Сталь,18.0,0,150,0
Сталь 45,30.0,0,20,0
Сталь 45,25.0,0,22,0
Сталь 45,80.0,0,77,0
Сталь 45,95.0,0,85,0
Сталь 45,8.0,0,20,0
Сталь 3,0.0,10,188,168
Сталь 3,0.0,10,180,180
Сталь 3,0.0,45,94,54
Д1Т,0.0,30,60,30
Сталь 25,3.0,0,20,0
Сталь 25,20.0,0,20,0
Сталь,25.0,0,50,0
Проволока,1.6,0,1000,0
Сталь 25,20.0,0,7,0
Сталь 25,10.0,0,80,0
Д16Т,50.0,0,90,0
Д16Т,60.0,0,90,0
Д16Т,70.0,0,100,0
Д16Т,35.0,0,610,0
Сталь 45,50.0,0,76,0
Сталь 45,40.0,0,70,0
Сталь 45,45.0,0,71,0
Сталь 45,45.0,0,68,0
Сталь 45,50.0,0,72,0
Сталь 45,40.0,0,70,0
Сталь 45,40.0,0,67,0
Сталь 45,35.0,0,66,0
Сталь 45,30.0,0,66,0
Сталь 45,30.0,0,63,0
Сталь 45,55.0,0,21,0
Сталь 45,45.0,0,21,0
Сталь 45,50.0,0,21,0
Сталь 45,50.0,0,21,0
Сталь 45,55.0,0,21,0
Сталь 45,45.0,0,21,0
Сталь 45,45.0,0,21,0
Сталь 45,40.0,0,21,0
Сталь 45,35.0,0,21,0
Сталь 45,35.0,0,21,0
Сталь 30ХГСА,12.0,0,90,0
Сталь 30ХГСА,15.0,0,92,0
Сталь 30ХГСА,18.0,0,150,0
Сталь 45,12.0,0,85,0
Сталь 45,18.0,0,50,0
Д16Т,40.0,0,105,0
Сталь 45,40.0,0,145,0
Сталь 45,45.0,0,65,0
Сталь 45,50.0,0,12,0
Сталь 45,60.0,0,30,0
Сталь 3сп Уголок Б-125х80х12,0.0,12,190,170
Сталь 10кп,25.0,0,50,0
Сталь 10кп,20.0,0,140,0
Сталь 10кп,0.0,12,155,135
Сталь 45,0.0,10,280,90
Сталь 45,20.0,0,40,0
Сталь 45,0.0,12,75,20
Сталь 45,15.0,0,25,0
Сталь 45,0.0,1,35,35
Проволока,2.5,0,1000,0
12Х18Н10Т,0.0,2,185,115
12Х18Н10Т,0.0,2,185,115
Сталь 45,20.0,0,6,0
Сталь 45,20.0,0,8,0
Сталь 25,0,16,190,110
Сталь 45,105,0,55,0
Сталь 45,40,0,100,0
Сталь 45,15,0,142,0
Сталь 45,10,0,85,0
Сталь 45,25,0,140,0
Сталь 45,55,0,110,0
Сталь 45,30,0,120,0
Сталь,12,0,140,0
Сталь,20,0,10,0
Сталь 35,105,0,155,0
Сталь 45,30,0,30,0
Сталь,30,0,120,0
Сталь,15,0,130,0
Сталь 45,60,0,30,0
Сталь,40,0,8,0
Сталь 45,40,0,65,0
Сталь 45,50,0,25,0
Сталь 45,20,0,160,0
Сталь 45,15,0,80,0
Сталь 45,0,10,70,55
Сталь ,5,0,20,0
30ХГСА,8,0,555,0
30ХГСА,8,0,375,0
Сталь 20,0,2,70,40
30ХГСА,25,0,930,0
Сталь 20,15,0,740,0
Сталь 20,0,4,120,55
Сталь 20,0,4,80,40
Сталь 40Х,40,0,80,0
Сталь 40Х,30,0,90,0
Сталь 45,25,0,120,0
Сталь 45,10,0,115,0
Сталь 20,0,25,110,65
Сталь 45,100,0,10,0
Сталь 45,35,0,60,0
Сталь 45,5,0,25,0
Сталь 45,30,0,200,0
Сталь 45,50,0,40,0
Сталь 45,0,20,120,85
Сталь 45,65,0,145,0
Сталь 45,12,0,20,0
Пластикат МХП ТУ2024-49,0,3,120,40
Сталь 45,10,0,55,0
Сталь 45,0,16,105,35
Сталь 45,25,0,8,0
Сталь 45,16,0,65,0
СЧ18-36,0,60,245,180
30ХГСА,80,0,60,0
У8А,18,0,30,0
Сталь 45,45,0,25,0
Сталь 45,14,0,145,0
Сталь 45,30,0,270,0
Сталь 45,65,0,180,0
Пластикат 4 МРТУ6-03-1335-70,0,4,120,80
Сталь 3,0,25,90,90
АЛ10-4,0,100,215,215
Сталь 45,30,0,50,0
Сталь 45,10,0,55,0
Сталь 45,0,35,305,165
У8А,18,0,30,0
АЛ10-4,0,40,120,70
Сталь 45,12,0,50,0
Д16,0,35,380,380
Д16,0,20,350,350
Д16,0,35,300,300
Сталь 45,45,0,30,0
Сталь У8А,110,0,25,0
Д1Т,80,0,120,0
Сталь 45,40,0,65,0
ХВГ,230,0,35,0
ХВГ,100,0,35,0
ХГ,45,0,20,0
ХВГ,80,0,35,0
ХВГ,110,0,35,0
ХВГ,90,0,35,0
