наименование_материала,диаметр,толщина,длина,ширина
Д16Т,10.0,0.0,9,0
40Х13,10.0,0.0,23,0
40Х13,10.0,0.0,37,0
12Х18Н10Т-М2,0.0,0.8,70,15
12Х18Н10Т-М2,0.0,0.8,72,15
12Х18Н10Т-М2,0.0,0.8,74,15
"Проволока А-1-1,6",1.6,0.0,60,0
40Х13,10.0,0.0,28,0
Д16Т,0,30.0,50,40
Д16Т,0,60.0,245,135
40Х13,0,14.0,75,30
Д16Т,0,10.0,114,90
пластина прессовая,0,6.0,60,20
40Х13,18,0.0,27,0
ТМКЩ-М-1,0,1.0,30,30
40Х13,18,0.0,5,0
Сталь 20,0,0.8,280,200
Сталь 20,0,0.8,280,200
12Х18Н9Т,10,0.0,14,0
40Х13,12,0.0,16,0
МБС,0,1.0,15,15
Д16Т,0,20.0,215,135
Д16Т,0,25.0,100,90
40Х13,10,0.0,23,0
Д16Т,30,0.0,15,0
40Х13,8,0.0,13,0
Д16Т,0.0,25.0,140,120
Д16Т,0.0,15.0,115,110
Д16Т,0.0,12.0,80,38
40Х13,16.0,0.0,11,0
Смесь резиновая ИРП-1354НТА,0.0,0.0,0,0
40Х13,0.0,12.0,58,30
12Х18Н10Т,0.0,2.0,150,22
30Х13,0.0,0.8,40,32
40Х13,14.0,0.0,5,0
40Х13,12.0,0.0,6,0
Ф-4,15.0,0.0,6,0
40Х13,4.0,0.0,19,0
40Х13,4.0,0.0,14,0
Д16Т,0.0,2.0,20,15
МБС,0.0,0.0,0,0
40Х13,0.0,4.0,25,18
Д16Т,18.0,0.0,13,0
40Х13,38.0,0.0,32,0
40Х13,5.0,0.0,12,0
40Х13,5.0,0.0,25,0
40Х13,5.0,0.0,24,0
Смесь резиновая ИРП-1354НТА,0.0,0.0,0,0
40Х13,8.0,0.0,73,0
40Х13,0.0,18.0,32,30
40Х13,5.0,0.0,21,0
40Х13,15.0,0.0,7,0
Проволока Б-1-1,1.0,0.0,150,0
40Х13,6.0,0.0,20,0
40Х,30.0,0.0,145,0
40Х,32.0,0.0,11,0
Д16Т,14.0,0.0,23,0
Д16Т,14.0,0.0,26,0
40Х13,8.0,0.0,33,0
"Проволока Б-2-1,7",1.7,0.0,630,0
40Х13,12.0,0.0,41,0
40Х13,6.0,0.0,9,0
65Г,0.0,0.8,45,30
"Проволока А-1-0,7",0.7,0.0,40000,0
"Проволока А-1-0,7",0.7,0.0,45000,0
Смесь резиновая,40.0,0.0,25,0
Смесь резиновая,40.0,0.0,25,0
Д16Т,25.0,0.0,16,0
Сталь 20,0.0,1.4,40,12
Д16 Б,0.0,30.0,70,60
Д16,32.0,0.0,20,0
Д16,30.0,0.0,36,0
"Проволока А-1-0,7",0.7,0.0,55000,0
Смесь резиновая,40.0,0.0,25,0
40Х13,38,0.0,59,0
40Х13,38,0.0,98,0
40Х13,32,0.0,17,0
12Х18Н9,0,0.5,45,40
40Х13,62,0.0,80,0
40Х13,70,0.0,15,0
40Х13,70,0.0,15,0
Сталь 20,0,20.0,40,35
Сталь 20,0,8.0,24,20
АМг3,0,30.0,230,210
АМг3,0,40.0,230,210
АМг3,50,0.0,14,0
АМг3,0,40.0,60,48
АМг3,0,40.0,70,48
 Труба 14х2  АВ.Т1,14,0.0,200,0
 Труба 14х2  АВ.Т1,14,0.0,160,0
 Труба 14х2  АВ.Т1,14,0.0,260,0
 Труба 14х2  АВ.Т1,14,0.0,260,0
АМг3 М,0,2.0,305,50
АМг3 ,0,35.0,58,48
40Х13,20,0.0,29,0
АМг3 М,0,2.0,310,48
АМг3 М,0,2.0,310,48
АМг3 М,0,2.0,150,48
АМг3 М,0,2.0,26,25
АМг3 М,0,20.0,40,30
Сталь 45,0,10.0,115,53
Сталь 45,0,1.5,110,56
Сталь 45,45,0.0,20,0
Сталь 45,7,0.0,20,0
Сталь 20,0,1.5,112,75
Сталь 20,0,1.5,115,35
Сталь 20,0,1.5,115,35
АМг3 М,0,14.0,68,32
 Труба 14х2  АВ.Т1,14,0.0,380,0
40Х13,0,0.0,0,0
40Х13,0,20.0,92,66
40Х13,14,0.0,24,0
Труба 18х2  АМг2,18,0.0,950,0
АМг3Н2,0,3.0,175,38
АМг2,0,20.0,320,135
АМг2,0,20.0,320,135
АМг2,0,24.0,45,33
АМг2,38,0.0,24,0
Сталь 45,0,1.5,110,56
Сталь 45,48,0.0,70,0
Сталь 20,0,1.5,110,75
Сталь 20,0,1.5,110,38
Сталь 20,0,1.5,110,38
40Х,0,20.0,155,50
Смесь резиновая ИРП,0,0.0,0,0
Д16 Т,60,0.0,12,0
40Х13,40,0.0,7,0
40Х13,25,0.0,260,0
40Х13,40,0.0,6,0
МБС,0,2.0,70,70
40Х13,40,0.0,80,0
40Х13,50,0.0,13,0
40Х13,5,0.0,35,0
40Х13,70,0.0,20,0
40Х13,45,0.0,12,0
40Х13,55,0.0,20,0
40Х13,15,0.0,12,0
40Х13,30,0.0,23,0
40Х13,20,0.0,20,0
40Х13,12,0.0,20,0
40Х13,20,0.0,13,0
"Проволока Б-2А-П-1,3",0,0.0,0,0
40х,30,0.0,95,0
МБС,0,1.5,20,20
Проволока 60С2А-Б-П1-ХН-3,3,0.0,1500,0
40Х13,40,0.0,5,0
40Х13,40,0.0,6,0
40Х13,40,0.0,5,0
БрАЖ9-4,45,0.0,30,0
БрАЖ9-4,45,0.0,30,0
40Х13,35,0.0,30,0
40Х13,60,0.0,51,0
40Х13,0,3.0,25,25
Д16Т,0,40.0,240,135
Д16Т,0,16.0,240,130
Д16Т,0,30.0,120,130
Д16Т,0,30.0,130,120
БрАЖ9-4,90,0.0,25,0
40Х13,80,0.0,50,0
БрАЖ9-4,90,0.0,25,0
40Х13,80,0.0,25,0
40Х,0,25.0,180,72
40Х13,12,0.0,10,0
40Х13,20,0.0,60,0
40Х13,8,0.0,55,0
"Проволока Б-2-1,2",0,0.0,0,0
40Х13,0.0,35,280,70
40Х13,22.0,0,69,0
40Х13,15.0,0,50,0
40Х13,15.0,0,15,0
40Х13,10.0,0,205,0
Проволока Б-2,2.0,0,1150,0
Проволока Б-2,2.0,0,490,0
10кп,0.0,2,76,26
ТМКЩ-С2,0.0,9,22,22
Д16Т,10.0,0,8,0
40Х13,10.0,0,26,0
40Х13,8.0,0,14,0
40Х13,50.0,0,71,0
40Х13,8.0,0,23,0
Проволока Б-2,0.9,0,320,0
40Х13,18.0,0,35,0
40Х13,0.0,18,120,54
Д16Т,18.0,0,7,0
Д16Т,0.0,65,485,110
40Х13,52.0,0,41,0
БрАЖ9-4,35.0,0,25,0
БрАЖ9-4,30.0,0,25,0
40Х13,45.0,0,15,0
Д16,50.0,0,21,0
Сталь 20,0.0,1,90,55
Д16,14.0,0,15,0
40Х13,36.0,0,37,0
20,20.0,0,45,0
20,8.0,0,22,0
20,10.0,0,94,0
20,0.0,3,28,14
"Проволока А-1-0,8",0.8,0,250,0
20,0.0,22,54,110
40Х13,0.0,3,30,30
20,0.0,1,235,26
20,0.0,1,260,26
20,0.0,1,180,42
40Х13,8.0,0,125,0
40Х13,12.0,0,26,0
Проволока А-1-1,1.0,0,1000,0
Д16Т,0.0,80,170,145
40Х13,34.0,0,180,0
20,0.0,3,30,20
40Х13,0.0,2,32,32
40Х13,40.0,0,125,0
40Х,8,0.0,50,0
Д16 Т,0,2.0,40,30
Д16 Т,0,40.0,104,70
40Х,40,0.0,16,0
Д16 Т,0,16.0,140,165
40Х,12,0.0,42,0
БрАЖ9-4,30,0.0,12,0
БрАЖ9-4,20,0.0,13,0
БрАЖ9-4,30,0.0,12,0
40х,10,0.0,35,0
40Х13,70,0.0,15,0
Д16 Т,0,2.0,30,30
БрАЖ9-4,15,0.0,10,0
БрАЖ9-4,12,0.0,5,0
08кп,0,2.0,35,20
"Пластина 1Н-I-МБС-1,0",0,1.5,40,30
"Пластина 1Н-I-МБС-1,0",0,1.5,30,30
БрАЖ9-4,20,0.0,12,0
БрАЖ9-4,15,0.0,6,0
40Х13,20,0.0,5,0
40Х13,25,0.0,10,0
40Х,40,0.0,6,0
40Х,25,0.0,60,0
Д16 Т,80,0.0,32,0
40Х13,35,0.0,35,0
Смесь резиновая,0,0.0,0,0
65Г,0,1.0,10,20
65Г,0,4.0,35,10
40Х13,0.0,0.0,0,0
40Х13,60.0,0.0,62,0
40Х13,22.0,0.0,8,0
40Х13,6.0,0.0,60,0
Л63,18.0,0.0,10,0
Л63,0.0,0.2,35,35
40Х13,32.0,0.0,20,0
Д16Т,30.0,0.0,142,0
40Х13,30.0,0.0,20,0
Ф-4,25.0,0.0,12,0
40Х13,22.0,0.0,7,0
40Х13,18.0,0.0,140,0
40Х13,22.0,0.0,23,0
40Х13,20.0,0.0,8,0
40Х13,60.0,0.0,44,0
40Х13,0.0,30.0,80,54
40Х13,22.0,0.0,155,0
40Х13,22.0,0.0,6,0
40Х,20.0,0.0,175,0
40Х,16.0,0.0,38,0
40Х13,22.0,0.0,7,0
Д16Т,60.0,0.0,30,0
40Х13,12.0,0.0,30,0
40Х13,8.0,0.0,35,0
40Х13,12.0,0.0,27,0
PETP чёрный,15.0,0.0,22,0
40Х13,10.0,0.0,7,0
"Проволока Б-2-0,8",0.8,0.0,190,0
40Х13,14.0,0.0,6,0
Войлок,0.0,10.0,15,15
Войлок,0.0,10.0,25,25
45.0,70,0,22,0
45.0,36,0,27,0
12Х18Н10Т,55,0,12,0
12Х18Н10Т,55,0,12,0
Д16Т,55,0,35,0
Д16Т,0,0,0,0
Д16Т,55,0,14,0
Д16Т,0,0,0,0
Д16Т,45,0,24,0
Д16Т,0,0,0,0
Д16Т,0,0,0,0
Д16Т,55,0,29,0
Д16Т,35,0,24,0
Д16Т,55,0,29,0
Д16Т,0,6,25,25
PETP,0,15,25,25
ВТ1-0,16,0,13,0
Д16Т,0,6,18,10
ВТ1-0,8,0,17,0
ВТ1-0,8,0,14,0
PETP,50,0,50,0
40Х13,150,0,330,0
40Х13,210,0,205,0
25Х17Н2Б,20,0,25,0
25Х17Н2Б,20,0,15,0
25Х17Н2Б,20,0,25,0
25Х17Н2Б,20,0,15,0
25Х17Н2Б,20,0,25,0
25Х17Н2Б,20,0,15,0
25Х17Н2Б,20,0,25,0
25Х17Н2Б,20,0,15,0
25Х17Н2Б,20,0,15,0
25Х17Н2Б,30,0,20,0
25Х17Н2Б,20,0,35,0
25Х17Н2Б,20,0,35,0
25Х17Н2Б,20,0,35,0
АМг6,30,0,30,0
Д16 Т,35,0,21,0
Сталь 45,10,0,26,0
Сталь 45,10,0,30,0
Сталь 45,10,0,40,0
Сталь 10,55,0,32,0
Сталь 10,65,0,53,0
40Х13,25,0,50,0
Д16АТ,0.0,15.0,32,28
Д16Б,130.0,0.0,170,0
Д16Т,85.0,0.0,52,0
Д16Т,70.0,0.0,180,0
Сталь 20,45.0,0.0,18,0
Д16Т,60.0,0.0,30,0
Д16Т,65.0,0.0,15,0
Д16Б,0.0,25.0,115,72
Д16Т,45.0,0.0,17,0
Д16Б,0.0,30.0,210,180
Д16Б,0.0,25.0,215,75
Сталь 20,16.0,0.0,35,0
Сталь 45,0.0,25.0,150,45
БрАЖ 9-4,80.0,0.0,41,0
Л63,12.0,0.0,13,0
Л63,10.0,0.0,8,0
Сталь 20,10.0,0.0,12,0
20Х13,10.0,0.0,14,0
20Х13,100.0,0.0,17,0
"Проволока А-1-0,5",0.5,0.0,250,0
"Проволока А-1-1,5",0.5,0.0,250,0
Сталь 20,12.0,0.0,18,0
40Х,55.0,0.0,110,0
40Х13,55.0,0.0,270,0
Сталь 45,30.0,0.0,152,0
Сталь 45,6.0,0.0,10,0
ЛС59-1,6.0,0.0,14,0
Д16Т,40.0,0.0,100,0
Сталь 45,30.0,0.0,75,0
Д16Т,25.0,0.0,105,0
Д16Т,55.0,0.0,25,0
Д16Т,45.0,0.0,25,0
40Х,45.0,0.0,265,0
Сталь 20,25.0,0.0,200,0
Сталь 20,45.0,0.0,115,0
Д16Т,20.0,0.0,18,0
Д16Т,55.0,0.0,16,0
Сталь 45,75.0,0.0,20,0
Д16Т,40.0,0.0,13,0
Д16Т,25.0,0.0,13,0
Д16Т,35.0,0.0,20,0
Д16Т,25.0,0.0,12,0
Сталь 20,8.0,0.0,200,0
Сталь 20,0.0,2.5,80,40
Сталь 20,15.0,0.0,36,0
ВТ1-0,20.0,0.0,56,0
ВТ1-0,25.0,0.0,66,0
Сталь 20,40.0,0.0,32,0
Сталь 45,26.0,0.0,65,0
Сталь А12,8.0,0.0,19,0
Сталь 45,10.0,0.0,30,0
Сталь 45,15.0,0.0,32,0
Сталь А12,8.0,0.0,17,0
ЛС59-1,8.0,0.0,10,0
20Х13,24.0,0.0,40,0
Сталь 45,12.0,0.0,16,0
ЛС59-1,60.0,0.0,25,0
Сталь 20,40.0,0.0,20,0
20Х13,70.0,0.0,10,0
Сталь 45,35.0,0.0,19,0
ВТ1-0,120.0,0.0,70,0
ВТ1-0,40.0,0.0,35,0
ВТ1-0,40.0,0.0,35,0
Д16Т,110.0,0.0,110,0
Сталь 20,0.0,25.0,213,115
Сталь 20,10.0,0.0,60,0
Проволока 6-20,6.0,0.0,150,0
Сталь 20,60.0,0.0,88,0
Д16Т,60.0,0.0,65,0
Д16Т,55.0,0.0,35,0
Сталь 45,90.0,0.0,20,0
Сталь 45,70.0,0.0,45,0
Сталь 45,100.0,0.0,115,0
БрАЖ 9-4,110.0,0.0,100,0
Сталь 20,55.0,0.0,65,0
Сталь 20,55.0,0.0,85,0
Сталь 20,95.0,0.0,16,0
Д16Т,20.0,0.0,10,0
Д16Т,35.0,0.0,18,0
Д16Т,55.0,0.0,10,0
Д16Т,40.0,0.0,8,0
Д16Т,15.0,0.0,8,0
Д16Т,60.0,0.0,10,0
Сталь 45,10.0,0.0,37,0
ЛС59-1,25.0,0.0,67,0
Сталь 40Х,12.0,0.0,85,0
Сталь 45,25.0,0.0,60,0
Сталь 45,18.0,0.0,175,0
Сталь 45,15.0,0.0,89,0
Сталь 45,25.0,0.0,73,0
Д16Б,40.0,0.0,60,0
Д16Б,40.0,0.0,52,0
Сталь 40Х,30.0,0.0,17,0
Сталь 45,45.0,0.0,50,0
Сталь 45,15.0,0.0,125,0
Сталь 45,35.0,0.0,166,0
Д16Т,60.0,0.0,12,0
Сталь 20,10.0,0.0,7,0
Сталь 45,16.0,0.0,7,0
Сталь 20,12.0,0.0,8,0
Сталь 45,0.0,6.0,76,15
12Х18Н10Т,0.0,5.0,72,44
Д16Б,0.0,16.0,58,42
Сталь 20,22.0,0.0,105,0
Д16Т,80.0,0.0,33,0
Д16Т,30.0,0.0,25,0
Д16Т,45.0,0.0,27,0
Д16Т,45.0,0.0,38,0
Д16Т,40.0,0.0,15,0
Д16АТ,0.0,6.0,58,32
Сталь 20,10.0,0.0,13,0
Сталь 45,46.0,0.0,15,0
Д16Т,35.0,0.0,15,0
Сталь 20,20.0,0.0,19,0
Сталь 20,16.0,0.0,10,0
Д16АТ,0.0,15.0,32,28
Д16Б,130.0,0.0,170,0
Д16Т,85.0,0.0,52,0
Д16Т,70.0,0.0,180,0
Сталь 20,45.0,0.0,18,0
Д16Т,60.0,0.0,30,0
Д16Т,65.0,0.0,15,0
Д16Б,0.0,25.0,115,72
Д16Т,45.0,0.0,17,0
Д16Б,0.0,30.0,210,180
Д16Б,0.0,25.0,215,75
Сталь 20,16.0,0.0,35,0
Сталь 45,0.0,25.0,150,45
БрАЖ 9-4,80.0,0.0,41,0
Л63,12.0,0.0,13,0
Л63,10.0,0.0,8,0
Сталь 20,10.0,0.0,12,0
20Х13,10.0,0.0,14,0
20Х13,100.0,0.0,17,0
"Проволока А-1-0,5",0.5,0.0,250,0
"Проволока А-1-1,5",0.5,0.0,250,0
Сталь 20,12.0,0.0,18,0
40Х,55.0,0.0,110,0
40Х13,55.0,0.0,270,0
Сталь 45,30.0,0.0,152,0
Сталь 45,6.0,0.0,10,0
ЛС59-1,6.0,0.0,14,0
Д16Т,40.0,0.0,100,0
Сталь 45,30.0,0.0,75,0
Д16Т,25.0,0.0,105,0
Д16Т,55.0,0.0,25,0
Д16Т,45.0,0.0,25,0
40Х,45.0,0.0,265,0
Сталь 20,25.0,0.0,200,0
Сталь 20,45.0,0.0,115,0
Д16Т,20.0,0.0,18,0
Д16Т,55.0,0.0,16,0
Сталь 45,75.0,0.0,20,0
Д16Т,40.0,0.0,13,0
Д16Т,25.0,0.0,13,0
Д16Т,35.0,0.0,20,0
Д16Т,25.0,0.0,12,0
Сталь 20,8.0,0.0,200,0
Сталь 20,0.0,2.5,80,40
Сталь 20,15.0,0.0,36,0
ВТ1-0,20.0,0.0,56,0
ВТ1-0,25.0,0.0,66,0
Сталь 20,40.0,0.0,32,0
Сталь 45,26.0,0.0,65,0
Сталь А12,8.0,0.0,19,0
Сталь 45,10.0,0.0,30,0
Сталь 45,15.0,0.0,32,0
Сталь А12,8.0,0.0,17,0
ЛС59-1,8.0,0.0,10,0
20Х13,24.0,0.0,40,0
Сталь 45,12.0,0.0,16,0
ЛС59-1,60.0,0.0,25,0
Сталь 20,40.0,0.0,20,0
20Х13,70.0,0.0,10,0
Сталь 45,35.0,0.0,19,0
ВТ1-0,120.0,0.0,70,0
ВТ1-0,40.0,0.0,35,0
ВТ1-0,40.0,0.0,35,0
Д16Т,110.0,0.0,110,0
Сталь 20,0.0,25.0,213,115
Сталь 20,10.0,0.0,60,0
Проволока 6-20,6.0,0.0,150,0
Сталь 20,60.0,0.0,88,0
Д16Т,60.0,0.0,65,0
Д16Т,55.0,0.0,35,0
Сталь 45,90.0,0.0,20,0
Сталь 45,70.0,0.0,45,0
Сталь 45,100.0,0.0,115,0
БрАЖ 9-4,110.0,0.0,100,0
Сталь 20,55.0,0.0,65,0
Сталь 20,55.0,0.0,85,0
Сталь 20,95.0,0.0,16,0
Д16Т,20.0,0.0,10,0
Д16Т,35.0,0.0,18,0
Д16Т,55.0,0.0,10,0
Д16Т,40.0,0.0,8,0
Д16Т,15.0,0.0,8,0
Д16Т,60.0,0.0,10,0
Сталь 45,10.0,0.0,37,0
ЛС59-1,25.0,0.0,67,0
Сталь 40Х,12.0,0.0,85,0
Сталь 45,25.0,0.0,60,0
Сталь 45,18.0,0.0,175,0
Сталь 45,15.0,0.0,89,0
Сталь 45,25.0,0.0,73,0
Д16Б,40.0,0.0,60,0
Д16Б,40.0,0.0,52,0
Сталь 40Х,30.0,0.0,17,0
Сталь 45,45.0,0.0,50,0
Сталь 45,15.0,0.0,125,0
Сталь 45,35.0,0.0,166,0
Д16Т,60.0,0.0,12,0
Сталь 20,10.0,0.0,7,0
Сталь 45,16.0,0.0,7,0
Сталь 20,12.0,0.0,8,0
Сталь 45,0.0,6.0,76,15
12Х18Н10Т,0.0,5.0,72,44
Д16Б,0.0,16.0,58,42
Сталь 20,22.0,0.0,105,0
Д16Т,80.0,0.0,33,0
Д16Т,30.0,0.0,25,0
Д16Т,45.0,0.0,27,0
Д16Т,45.0,0.0,38,0
Д16Т,40.0,0.0,15,0
Д16АТ,0.0,6.0,58,32
Сталь 20,10.0,0.0,13,0
Сталь 45,46.0,0.0,15,0
Д16Т,35.0,0.0,15,0
Сталь 20,20.0,0.0,19,0
Сталь 20,16.0,0.0,10,0
вт6,90,0,65,0
вт6,100,0,66,0
Сталь 10,60,0,56,0
08Х18Н10,50,0,35,0
Полипропилен серый,0,30,199,30
Полипропилен серый,0,30,199,30
Полипропилен серый,0,30,199,30
д16 т,300,0,110,0
ВТ23,50,0,150,0
ВТ23,45,0,90,0
ВТ23,0,0,0,0
ВТ23,0,0,0,0
ВТ23,0,0,0,0
ВТ23,0,0,0,0
ВТ23,50,0,150,0
ВТ23,45,0,90,0
ВТ23,0,0,0,0
ВТ23,0,0,0,0
ВТ23,0,0,0,0
ВТ23,0,0,0,0
Сталь 08пс,120,0,160,0
12Х18Н10Т,16,0,32,0
Сталь 08пс,120,0,76,0
Сталь 3,56,0,16,0
Х5CrNI18-10,28,0,25,0
Bohler N709,25,0,43,0
Bohler N709,14,0,102,0
Bohler N709,16,0,51,0
Bohler N709,25,0,50,0
Bohler N709,14,0,115,0
Bohler N709,10,0,36,0
Bohler N709,10,0,35,0
Bohler N709,10,0,15,0
Bohler N709,12,0,18,0
Bohler N709,18,0,13,0
Bohler N709,14,0,10,0
 ETG 100,12,0,40,0
 ETG 100,20,0,13,0
 ETG 100,10,0,18,0
Bohler N709,10,0,36,0
Bohler N709,10,0,30,0
12Х18Н10Т,0,12,110,48
12Х18Н10Т,16,0,14,0
12Х18Н10Т,16,0,44,0
12Х18Н10Т,20,0,21,0
12Х18Н10Т,20,0,17,0
12Х18Н10Т,0,10,85,48
12Х18Н10Т,0,10,85,48
12Х18Н10Т,0,10,85,48
12Х18Н10Т,0,10,85,48
40Х13,12,0,25,0
40Х13,12,0,24,0
40Х13,8,0,23,0
40Х13,0,10,136,20
40Х13,0,10,136,20
40Х13,8,0,16,0
40Х13,0,0,0,0
БрАЖ 9-4,0,0,0,0
БрАЖ 9-4,25,0,28,0
12Х18Н10Т,16,0,505,0
12Х18Н10Т,14,0,43,0
12Х18Н10Т,10,0,35,0
12Х18Н10Т,0,15,45,36
12Х18Н10Т,14,0,72,0
12Х18Н10Т,12,0,30,0
12Х18Н10Т,25,0,88,0
40Х13,14,0,46,0
12Х18Н10Т,10,0,33,0
12Х18Н10Т,0,5,146,42
40Х13,14,0,47,0
12Х18Н10Т,10,0,51,0
12Х18Н10Т,16,0,50,0
БрАЖ 9-4,16,0,87,0
12Х18Н10Т,16,0,54,0
12Х18Н10Т,0,15,45,26
12Х18Н10Т,12,0,51,0
12Х18Н10Т,12,0,35,0
12Х18Н10Т,10,0,40,0
12Х18Н10Т,20,0,26,0
12Х18Н10Т,12,0,42,0
12Х18Н10Т,12,0,114,0
12Х18Н10Т,20,0,58,0
12Х18Н10Т,0,6,60,50
12Х18Н10Т,45,0,31,0
12Х18Н10Т,0,6,65,56
12Х18Н10Т,0,6,50,42
12Х18Н10Т,30,0,24,0
12Х18Н10Т,35,0,20,0
12Х18Н10Т,0,6,55,35
12Х18Н10Т,0,8,195,25
12Х18Н10Т,20,0,23,0
12Х18Н10Т,0,10,90,25
12Х18Н10Т,40,0,37,0
12Х18Н10Т,0,8,325,30
12Х18Н10Т,20,0,18,0
12Х18Н10Т,0,8,165,30
12Х18Н10Т,20,0,31,0
12Х18Н10Т,0,12,395,260
08Х18Н10Т,0,10,260,25
12Х18Н10Т,0,6,405,45
12Х18Н10Т,0,10,80,60
12Х18Н10Т,0,6,45,45
12Х18Н10Т,0,10,585,95
12Х18Н10Т,24,0,13,0
12Х18Н10Т,24,0,13,0
12Х18Н10Т,30,0,19,0
12Х18Н10Т,22,0,18,0
12Х18Н10Т,0,6,45,25
12Х18Н10Т,0,6,35,25
12Х18Н10Т,15,0,51,0
12Х18Н10Т,30,0,66,0
12Х18Н10Т,0,6,96,40
12Х18Н10Т,0,6,96,40
12Х18Н10Т,0,8,60,50
12Х18Н10Т,0,6,98,50
12Х18Н10Т,0,10,585,95
12Х18Н10Т,24,0,13,0
12Х18Н10Т,16,0,11,0
12Х18Н10Т,20,0,28,0
12Х18Н10Т,40,0,26,0
12Х18Н10Т,0,6,95,75
12Х18Н10Т,0,6,95,40
12Х18Н10Т,0,6,95,40
12Х18Н10Т,0,6,95,75
12Х18Н10Т,38,0,75,0
12Х18Н10Т,18,0,18,0
12Х18Н10Т,0,25,90,50
12Х18Н10Т,0,20,55,45
12Х18Н10Т,60,0,110,0
12Х18Н10Т,0,30,85,60
12Х18Н10Т,0,30,85,60
12Х18Н10Т,0,6,100,20
12Х18Н10Т,15,0,17,0
12Х18Н10Т,50,0,110,0
12Х18Н10Т,0,30,55,35
д16 т,48,0,164,0
Е235 EN 10305 T1 (1.0308),18,0,25,0
12Х18Н9Т,8.0,0.0,405,0
В95,0.0,25.0,46,25
Д16АТ,0.0,1.0,45,23
Д16АТ,0.0,1.0,22,22
стальА12,4.0,0.0,650,0
В95,0.0,25.0,70,47
Д16АТ,0.0,5.0,35,32
20,10.0,0.0,16,0
ЛС59-1,0.0,20.0,52,25
ЛС59-1,0.0,8.0,28,28
10кп,0.0,1.5,262,165
Д16,25.0,0.0,20,0
Д16,25.0,0.0,20,0
Д16Т,75.0,0.0,18,0
ЛС59-1,12.0,0.0,290,0
ЛС59-1,15.0,0.0,180,0
ЛС59-1,15.0,0.0,100,0
РА,20.0,0.0,1000,0
Сталь 20,100.0,0.0,65,0
Сталь 10кп,0.0,8.0,20,17
Сталь 20,16.0,0.0,35,0
Сталь 45,12.0,0.0,17,0
Проволока Б-2-07,0.7,0.0,1500,0
Д16Т,0.0,12.0,240,118
Д16Т,0.0,4.0,215,105
Д16Т,0.0,8.0,180,105
Д16Т,0.0,8.0,180,105
Л63,25.0,0.0,65,0
Д16Т,0.0,8.0,90,42
Д16Т,0.0,8.0,72,40
Д16Т,0.0,8.0,72,40
Д16,0.0,12.0,35,30
Л63,25.0,0.0,45,0
Д16 АТ,0.0,6.0,103,30
Л63,15.0,0.0,35,0
Л63,25.0,0.0,36,0
Фторопласт-4,50.0,0.0,60,0
ТОСН ,40.0,0.0,40,0
Сталь 12Х18Н10Т,16.0,0.0,60,0
Д16,30.0,0.0,20,0
Сталь 45,40.0,0.0,20,0
БрАЖ9-4,50.0,0.0,5,0
12Х18Н10Т,30.0,0.0,65,0
Д16,0.0,30.0,75,50
12Х18Н10Т,0.0,2.0,35,11
12Х18Н10Т,70.0,0.0,40,0
12Х18Н10Т,35.0,0.0,16,0
"Проволока Б-2-0,8",0.8,0.0,1000,0
Д16 АТ,0.0,2.5,50,50
Д16 АТ,0.0,14.0,100,65
Д16,0.0,35.0,50,43
Сталь 45,15.0,0.0,50,0
Сталь 45,5.0,0.0,60,0
винт М5,0.0,0.0,0,0
Д16,0.0,10.0,27,24
БрАЖ9-4,50.0,0.0,15,0
Д16 АТ,0.0,4.0,60,60
Сталь 45,12.0,0.0,30,0
Сталь 45,12.0,0.0,60,0
Д16,0.0,20.0,45,40
ПА6,0.0,6.0,70,20
ПА6,30.0,0.0,20,0
Сталь 45,12.0,0.0,20,0
10кп,0.0,1.5,56,18
ПА6,20.0,0.0,146,0
Сталь 20,5.0,0.0,110,0
Сталь 20,0.0,20.0,120,150
Сталь 10,0.0,12.0,125,120
"ТОСН 1,5",0.0,1.5,70,120
Сталь 20,22.0,0.0,35,0
Сталь 20,22.0,0.0,12,0
Д16,35.0,0.0,100,0
А12,8.0,0.0,260,0
ЛС59-1,0.0,25.0,55,23
ЛС59-1,0.0,12.0,34,14
А12,6.0,0.0,36,0
А12,12.0,0.0,34,0
А12,15.0,0.0,34,0
Д16АТ,0.0,8.0,43,37
ст20,45.0,0.0,33,0
А12,22.0,0.0,62,0
А12,32.0,0.0,17,0
Ст20,20.0,0.0,10,0
Л63,0.0,5.0,15,10
ЛС59-1,10.0,0.0,600,0
проволока Б-2,0.6,0.0,75,0
ТОСП,25.0,0.0,30,0
А12,10.0,0.0,29,0
шестигр А12,5.0,0.0,74,0
д1,8.0,0.0,200,0
Д16,0.0,16.0,90,35
Л63,25.0,0.0,40,0
Сталь 20,36.0,0.0,74,0
Проволока Б-2,1.0,0.0,150,0
 Д1,35.0,0.0,33,0
Сталь 20,35.0,0.0,12,0
ПА6,0.0,6.0,15,30
ст10,10.0,0.0,170,0
СОЛ,15.0,0.0,7,0
СОЛ,15.0,0.0,5,0
Фторопласт,10.0,0.0,6,0
СОЛ,0.0,2.0,45,20
Фторопласт,10.0,0.0,6,0
ПА6,20.0,0.0,70,0
Сталь 45,25.0,0.0,80,0
Сталь 45,25.0,0.0,80,0
Д16,0.0,10.0,70,15
ПА6,10.0,0.0,5,0
Сталь 45,20.0,0.0,12,0
Д16,0.0,10.0,38,28
